iter	RMSE
1667	21359.64902
1668	21355.83296
1669	21353.10523
1670	21350.18783
1671	21348.00601
1672	21345.5827
1673	21343.07612
1674	21340.89488
1675	21338.17191
1676	21334.68016
1677	21332.44611
1678	21330.57891
1679	21327.12329
1680	21323.76916
1681	21320.96897
1682	21319.27534
1683	21316.78618
1684	21312.84264
1685	21309.23951
1686	21306.66415
1687	21305.03094
1688	21301.69487
1689	21298.88734
1690	21296.7493
1691	21295.36429
1692	21293.3295
1693	21291.60725
1694	21289.12394
1695	21286.56823
1696	21283.73711
1697	21281.49901
1698	21279.77986
1699	21276.12074
1700	21273.85655
1701	21271.13179
1702	21269.83426
1703	21266.40691
1704	21263.7342
1705	21260.21669
1706	21257.21223
1707	21254.61897
1708	21252.54782
1709	21250.75568
1710	21249.3413
1711	21247.38867
1712	21245.71619
1713	21242.5141
1714	21239.92205
1715	21237.29762
1716	21234.79669
1717	21232.63578
1718	21230.57716
1719	21228.46587
1720	21226.83505
1721	21223.97827
1722	21222.11051
1723	21219.86376
1724	21218.42413
1725	21216.28516
1726	21212.5508
1727	21209.76147
1728	21207.08183
1729	21205.5013
1730	21202.24077
1731	21200.46498
1732	21198.40193
1733	21195.16308
1734	21192.66645
1735	21190.96825
1736	21188.45565
1737	21186.87841
1738	21184.77177
1739	21182.66482
1740	21179.86626
1741	21177.47144
1742	21175.02815
1743	21172.43692
1744	21170.16769
1745	21167.93864
1746	21165.94639
1747	21163.46657
1748	21160.07391
1749	21158.38353
1750	21154.35823
1751	21151.8761
1752	21150.0843
1753	21147.11625
1754	21143.38826
1755	21141.58133
1756	21139.43597
1757	21136.90574
1758	21134.47262
1759	21131.54773
1760	21129.10292
1761	21127.58178
1762	21125.8515
1763	21122.84837
1764	21120.43917
1765	21117.54489
1766	21115.9237
1767	21112.75454
1768	21109.69176
1769	21107.26058
1770	21104.76395
1771	21101.59099
1772	21099.86512
1773	21097.5094
1774	21095.1709
1775	21093.12521
1776	21090.70243
1777	21088.79357
1778	21086.48781
1779	21082.62827
1780	21080.84357
1781	21078.58295
1782	21076.93388
1783	21074.74058
1784	21071.83501
1785	21069.91029
1786	21067.6897
1787	21064.9297
1788	21062.22767
1789	21060.42991
1790	21057.27178
1791	21054.93636
1792	21053.92821
1793	21050.26232
1794	21047.90882
1795	21045.18844
1796	21043.06118
1797	21039.95253
1798	21037.61097
1799	21036.89672
1800	21035.1831
1801	21032.97061
1802	21031.52483
1803	21028.88224
1804	21027.26598
1805	21025.15572
1806	21023.37642
1807	21021.15537
1808	21018.56136
1809	21016.86591
1810	21014.76532
1811	21013.16192
1812	21010.97113
1813	21007.71129
1814	21005.07833
1815	21002.99279
1816	21000.04085
1817	20998.05655
1818	20995.54436
1819	20991.86596
1820	20988.63254
1821	20987.10183
1822	20984.61344
1823	20982.81002
1824	20980.8738
1825	20978.90766
1826	20977.36537
1827	20975.75694
1828	20973.33418
1829	20972.47577
1830	20970.25041
1831	20967.20784
1832	20964.31474
1833	20961.95136
1834	20959.82777
1835	20957.7206
1836	20956.38882
1837	20952.92207
1838	20950.32317
1839	20948.13286
1840	20944.73827
1841	20942.51787
1842	20940.00378
1843	20938.51093
1844	20936.4314
1845	20934.39757
1846	20931.75476
1847	20928.52168
1848	20927.77229
1849	20925.08592
1850	20922.87432
1851	20919.96871
1852	20918.29701
1853	20915.73836
1854	20913.39755
1855	20910.89495
1856	20909.37392
1857	20907.65466
1858	20905.13345
1859	20903.43541
1860	20901.89843
1861	20899.68445
1862	20898.0329
1863	20896.34077
1864	20894.36447
1865	20891.52604
1866	20889.83789
1867	20887.99035
1868	20886.26823
1869	20883.37235
1870	20881.04405
1871	20879.58515
1872	20877.18808
1873	20875.58848
1874	20871.66547
1875	20870.88858
1876	20867.61911
1877	20865.08442
1878	20862.92203
1879	20860.11978
1880	20857.8054
1881	20854.58165
1882	20852.08217
1883	20848.42531
1884	20847.28189
1885	20844.14144
1886	20841.60089
1887	20838.56266
1888	20835.96897
1889	20834.02721
1890	20832.40263
1891	20830.34156
1892	20828.14483
1893	20826.15002
1894	20823.02623
1895	20822.29083
1896	20820.43622
1897	20819.51724
1898	20817.44787
1899	20815.68238
1900	20813.99028
1901	20812.61718
1902	20811.10761
1903	20808.52313
1904	20806.54813
1905	20804.79994
1906	20802.96246
1907	20800.38605
1908	20797.9568
1909	20795.99245
1910	20793.11815
1911	20790.43488
1912	20789.23518
1913	20786.23768
1914	20784.9511
1915	20781.68124
1916	20779.31449
1917	20776.81663
1918	20774.42055
1919	20772.10674
1920	20768.94312
1921	20767.30876
1922	20765.45397
1923	20763.30896
1924	20760.78171
1925	20757.87277
1926	20755.97048
1927	20754.97019
1928	20753.88852
1929	20751.60266
1930	20749.90715
1931	20748.35716
1932	20745.14702
1933	20743.10534
1934	20740.0847
1935	20736.8362
1936	20734.68941
1937	20732.46809
1938	20729.38954
1939	20727.00682
1940	20724.50552
1941	20722.51819
1942	20720.34515
1943	20718.33622
1944	20716.45301
1945	20713.62967
1946	20711.00995
1947	20709.08533
1948	20707.39206
1949	20705.7641
1950	20703.25744
1951	20701.07619
1952	20697.55658
1953	20695.68074
1954	20693.54052
1955	20691.92719
1956	20690.33403
1957	20687.49267
1958	20686.29245
1959	20684.67848
1960	20683.72519
1961	20682.06612
1962	20679.63778
1963	20678.52027
1964	20676.20948
1965	20673.89152
1966	20672.0852
1967	20669.80884
1968	20668.5023
1969	20666.16089
1970	20664.56938
1971	20661.38245
1972	20660.54215
1973	20658.67997
1974	20657.19973
1975	20655.41367
1976	20654.31045
1977	20651.91955
1978	20649.60063
1979	20647.27201
1980	20645.23603
1981	20643.55555
1982	20641.26491
1983	20639.79659
1984	20637.11702
1985	20634.23265
1986	20632.53588
1987	20629.43628
1988	20627.03962
1989	20626.37548
1990	20623.37155
1991	20621.40081
1992	20619.69908
1993	20616.88181
1994	20613.96246
1995	20611.57128
1996	20610.05266
1997	20609.12497
1998	20607.23991
1999	20605.14979
2000	20603.29942
2001	20601.463
2002	20600.31834
2003	20598.31893
2004	20596.718
2005	20594.49944
2006	20592.37843
2007	20590.4403
2008	20587.98968
2009	20584.71002
2010	20582.16604
2011	20579.39887
2012	20576.992
2013	20576.06529
2014	20572.55567
2015	20570.88658
2016	20569.30933
2017	20567.73016
2018	20565.19006
2019	20562.18642
2020	20560.33057
2021	20557.30725
2022	20555.0095
2023	20552.5307
2024	20550.32107
2025	20547.76228
2026	20544.91535
2027	20542.73201
2028	20541.09821
2029	20538.67631
2030	20537.27697
2031	20535.38759
2032	20533.05269
2033	20531.49705
2034	20528.58876
2035	20526.92367
2036	20524.6028
2037	20522.38148
2038	20520.80942
2039	20517.80266
2040	20516.30432
2041	20513.52773
2042	20512.42654
2043	20509.50058
2044	20507.40946
2045	20505.31742
2046	20503.65668
2047	20501.16395
2048	20498.98633
2049	20497.8703
2050	20495.73026
2051	20493.71602
2052	20491.67024
2053	20489.18992
2054	20486.90408
2055	20485.39703
2056	20483.71643
2057	20482.29492
2058	20479.48812
2059	20477.09321
2060	20475.09608
2061	20473.98625
2062	20472.21266
2063	20470.65549
2064	20468.75654
2065	20467.65169
2066	20465.74881
2067	20463.84852
2068	20461.88907
2069	20458.69078
2070	20457.73095
2071	20455.62342
2072	20453.70654
2073	20451.21987
2074	20448.18842
2075	20445.06657
2076	20443.52147
2077	20442.13684
2078	20440.67269
2079	20437.86126
2080	20435.55766
2081	20433.87518
2082	20431.13733
2083	20428.35121
2084	20427.35389
2085	20425.75839
2086	20423.52782
2087	20420.83889
2088	20418.43609
2089	20416.45472
2090	20414.24836
2091	20413.19616
2092	20412.17403
2093	20410.86764
2094	20407.6563
2095	20405.44797
2096	20403.72174
2097	20402.53131
2098	20400.65812
2099	20398.20461
2100	20396.61535
2101	20393.76116
2102	20392.24587
2103	20390.09386
2104	20388.1849
2105	20386.63214
2106	20383.01838
2107	20382.65552
2108	20380.46908
2109	20379.30254
2110	20377.53754
2111	20376.47024
2112	20373.52392
2113	20372.01374
2114	20369.0981
2115	20367.36319
2116	20364.40333
2117	20361.42412
2118	20359.90208
2119	20357.60943
2120	20354.50916
2121	20351.93433
2122	20349.80436
2123	20346.81889
2124	20344.52225
2125	20341.98952
2126	20339.99997
2127	20337.96274
2128	20336.26067
2129	20334.61278
2130	20332.17496
2131	20328.94826
2132	20326.99764
2133	20325.48479
2134	20324.18805
2135	20321.51816
2136	20319.52142
2137	20318.23962
2138	20315.98321
2139	20313.9245
2140	20312.15835
2141	20310.69307
2142	20309.26411
2143	20307.36602
2144	20305.15793
2145	20303.94177
2146	20302.36406
2147	20300.43414
2148	20297.08169
2149	20295.52888
2150	20294.74686
2151	20293.19114
2152	20290.86861
2153	20289.37331
2154	20286.47338
2155	20284.96191
2156	20283.20157
2157	20282.28445
2158	20280.07337
2159	20277.23312
2160	20276.10992
2161	20274.16278
2162	20272.34012
2163	20270.60603
2164	20268.75734
2165	20267.26164
2166	20265.69938
2167	20263.84019
2168	20261.96467
2169	20260.73503
2170	20258.6613
2171	20256.95269
2172	20254.44445
2173	20252.85175
2174	20251.83019
2175	20250.65579
2176	20248.30941
2177	20246.60705
2178	20244.82159
2179	20241.80539
2180	20239.67809
2181	20237.51045
2182	20236.27085
2183	20234.76794
2184	20234.01564
2185	20232.53232
2186	20230.68566
2187	20229.29698
2188	20226.95721
2189	20224.69232
2190	20222.88339
2191	20220.38333
2192	20219.38854
2193	20217.51434
2194	20215.46206
2195	20213.9498
2196	20212.92436
2197	20211.41947
2198	20209.45714
2199	20207.49422
2200	20205.39622
2201	20203.40688
2202	20201.02583
2203	20198.94039
2204	20196.88525
2205	20193.5379
2206	20191.80386
2207	20189.44906
2208	20187.53609
2209	20185.59575
2210	20182.80401
2211	20180.99309
2212	20178.71307
2213	20175.75725
2214	20173.93084
2215	20172.03186
2216	20169.8244
2217	20167.40311
2218	20165.5876
2219	20163.78557
2220	20161.98755
2221	20159.24727
2222	20156.4746
2223	20155.10437
2224	20153.71622
2225	20152.05026
2226	20149.93039
2227	20148.42509
2228	20146.34805
2229	20144.6391
2230	20143.29277
2231	20141.97607
2232	20140.12732
2233	20137.48589
2234	20135.25156
2235	20132.43638
2236	20130.75722
2237	20127.57279
2238	20126.2888
2239	20124.26032
2240	20122.77475
2241	20121.25911
2242	20119.66598
2243	20118.21801
2244	20116.8832
2245	20114.55369
2246	20113.12629
2247	20111.87869
2248	20110.08646
2249	20107.67144
2250	20106.73255
2251	20104.31572
2252	20102.0881
2253	20100.45161
2254	20098.50032
2255	20096.12839
2256	20094.48867
2257	20092.72332
2258	20091.2794
2259	20088.75336
2260	20086.91193
2261	20084.66095
2262	20082.41863
2263	20081.27263
2264	20077.94583
2265	20076.61689
2266	20074.61099
2267	20073.34079
2268	20070.42071
2269	20068.93361
2270	20066.83327
2271	20064.81581
2272	20063.18696
2273	20060.44419
2274	20056.76076
2275	20055.00021
2276	20053.31614
2277	20051.71896
2278	20050.02317
2279	20049.12612
2280	20047.21962
2281	20045.0935
2282	20041.54719
2283	20040.11144
2284	20038.81811
2285	20036.78718
2286	20035.44336
2287	20032.83766
2288	20030.66513
2289	20028.14133
2290	20024.87977
2291	20022.10767
2292	20020.66951
2293	20017.89436
2294	20015.25792
2295	20012.74456
2296	20010.47644
2297	20008.42637
2298	20006.66737
2299	20004.43066
2300	20003.12721
2301	20000.5246
2302	19999.03029
2303	19997.98189
2304	19996.3737
2305	19994.9204
2306	19994.03174
2307	19991.31537
2308	19990.12045
2309	19989.29863
2310	19986.58586
2311	19984.70015
2312	19982.90463
2313	19981.25007
2314	19979.7593
2315	19977.08678
2316	19975.80482
2317	19974.38686
2318	19973.10924
2319	19971.51175
2320	19968.41065
2321	19967.01432
2322	19965.20348
2323	19963.15675
2324	19960.29864
2325	19959.29665
2326	19957.022
2327	19955.12135
2328	19952.95252
2329	19951.96211
2330	19950.65168
2331	19948.21256
2332	19945.88162
2333	19944.50663
2334	19942.90938
2335	19941.68301
2336	19941.01455
2337	19939.83358
2338	19937.76322
2339	19936.80285
2340	19934.77166
2341	19933.08935
2342	19931.12624
2343	19929.48206
2344	19928.11074
2345	19924.92555
2346	19923.23116
2347	19922.02262
2348	19919.21919
2349	19917.00571
2350	19914.78618
2351	19912.27718
2352	19909.57502
2353	19907.73578
2354	19904.52304
2355	19902.59116
2356	19900.94121
2357	19900.08602
2358	19898.63812
2359	19897.24961
2360	19895.32806
2361	19894.24402
2362	19891.6485
2363	19889.84703
2364	19888.85425
2365	19886.44981
2366	19884.13738
2367	19882.81004
2368	19880.31953
2369	19879.08106
2370	19877.56864
2371	19875.79711
2372	19874.75418
2373	19872.81727
2374	19870.98523
2375	19869.80767
2376	19868.67025
2377	19867.12908
2378	19865.46436
2379	19863.24097
2380	19860.37761
2381	19858.74212
2382	19856.73212
2383	19855.20258
2384	19853.37542
2385	19850.96574
2386	19849.60905
2387	19847.24865
2388	19845.51694
2389	19844.03668
2390	19842.33364
2391	19840.10636
2392	19838.5094
2393	19835.54287
2394	19834.52004
2395	19832.10777
2396	19829.52721
2397	19828.0054
2398	19826.33567
2399	19824.61711
2400	19822.10085
2401	19820.04836
2402	19817.39201
2403	19815.9354
2404	19814.69872
2405	19812.9107
2406	19810.15393
2407	19808.41295
2408	19806.92187
2409	19806.2085
2410	19803.72766
2411	19801.01514
2412	19799.72581
2413	19798.37689
2414	19795.55132
2415	19794.1738
2416	19792.43793
2417	19791.08172
2418	19789.25285
2419	19786.96623
2420	19785.49372
2421	19783.91218
2422	19782.58664
2423	19780.36448
2424	19778.99764
2425	19776.4151
2426	19773.44004
2427	19772.30427
2428	19770.15628
2429	19767.4775
2430	19765.73368
2431	19763.9797
2432	19762.59711
2433	19760.95243
2434	19759.2006
2435	19758.03623
2436	19756.13998
2437	19754.41399
2438	19753.23909
2439	19751.5105
2440	19749.68566
2441	19748.36972
2442	19745.90663
2443	19744.33269
2444	19742.93883
2445	19740.48838
2446	19739.11162
2447	19737.00599
2448	19735.75614
2449	19734.49299
2450	19732.4665
2451	19731.27274
2452	19730.0306
2453	19727.57137
2454	19724.73562
2455	19722.28014
2456	19720.86829
2457	19720.28024
2458	19718.38827
2459	19716.71166
2460	19713.40694
2461	19710.66027
2462	19709.55515
2463	19707.86708
2464	19706.85108
2465	19704.86842
2466	19702.989
2467	19701.72934
2468	19700.09904
2469	19698.36091
2470	19696.84897
2471	19694.4495
2472	19691.97795
2473	19690.17163
2474	19688.90822
2475	19686.64246
2476	19684.95255
2477	19683.76568
2478	19682.32871
2479	19680.89464
2480	19678.39975
2481	19676.51094
2482	19675.07332
2483	19673.5351
2484	19671.79104
2485	19669.91462
2486	19668.69914
2487	19666.65034
2488	19665.39769
2489	19662.80299
2490	19661.56309
2491	19659.04216
2492	19657.11236
2493	19655.82966
2494	19654.28212
2495	19651.1723
2496	19648.61221
2497	19647.20961
2498	19646.2175
2499	19643.70306
2500	19641.19594
2501	19639.46354
2502	19637.50847
2503	19635.36066
2504	19633.60212
2505	19632.35223
2506	19631.45581
2507	19629.97256
2508	19627.46653
2509	19625.84951
2510	19623.16293
2511	19620.09885
2512	19617.94901
2513	19616.04362
2514	19613.80563
2515	19612.50386
2516	19611.54862
2517	19609.91441
2518	19608.26802
2519	19605.84388
2520	19603.66199
2521	19602.12585
2522	19600.30873
2523	19598.68185
2524	19596.20575
2525	19593.68158
2526	19591.77858
2527	19590.35915
2528	19588.59987
2529	19586.05567
2530	19584.06545
2531	19582.59673
2532	19580.57896
2533	19578.17943
2534	19575.57928
2535	19573.61754
2536	19571.45976
2537	19570.303
2538	19568.31502
2539	19567.10998
2540	19566.0434
2541	19564.26548
2542	19562.47763
2543	19560.99408
2544	19559.95058
2545	19557.19984
2546	19555.66833
2547	19553.43862
2548	19552.85176
2549	19550.56246
2550	19548.20082
2551	19546.13014
2552	19545.09428
2553	19543.30219
2554	19540.70125
2555	19537.9847
2556	19536.50895
2557	19535.50917
2558	19533.73928
2559	19531.69224
2560	19528.86898
2561	19528.1894
2562	19526.8142
2563	19524.01431
2564	19522.2849
2565	19520.93719
2566	19519.73184
2567	19517.20973
2568	19515.56232
2569	19514.04668
2570	19512.01019
2571	19509.11123
2572	19507.93049
2573	19506.04483
2574	19505.27604
2575	19502.13118
2576	19500.58659
2577	19498.44691
2578	19497.03915
2579	19495.68391
2580	19494.65399
2581	19491.80534
2582	19490.65137
2583	19489.49969
2584	19487.54124
2585	19485.64112
2586	19484.32408
2587	19482.63097
2588	19481.24693
2589	19478.10508
2590	19475.69758
2591	19474.58864
2592	19473.01532
2593	19471.19577
2594	19468.59143
2595	19467.64298
2596	19465.44543
2597	19464.51967
2598	19463.11966
2599	19461.36997
2600	19460.06405
2601	19459.26368
2602	19457.11121
2603	19456.3545
2604	19454.38076
2605	19453.01569
2606	19451.22715
2607	19449.05633
2608	19447.59432
2609	19446.69284
2610	19444.2592
2611	19441.65845
2612	19439.93027
2613	19437.21619
2614	19436.62842
2615	19434.65207
2616	19432.55456
2617	19431.3781
2618	19429.78282
2619	19428.10979
2620	19426.53634
2621	19424.69692
2622	19422.86333
2623	19421.38083
2624	19419.85575
2625	19417.36289
2626	19415.80894
2627	19413.96461
2628	19411.22991
2629	19408.83121
2630	19407.36786
2631	19405.67245
2632	19404.5468
2633	19402.66018
2634	19400.40075
2635	19398.76017
2636	19396.6168
2637	19394.61769
2638	19392.5932
2639	19390.04562
2640	19388.99981
2641	19387.61272
2642	19385.86007
2643	19384.32028
2644	19382.80382
2645	19379.97083
2646	19377.49825
2647	19375.68761
2648	19374.19061
2649	19372.58263
2650	19370.88964
2651	19369.08755
2652	19366.07507
2653	19364.79044
2654	19363.38187
2655	19361.85336
2656	19360.45813
2657	19358.77602
2658	19357.01
2659	19354.37942
2660	19352.37923
2661	19350.14687
2662	19348.07053
2663	19345.58886
2664	19342.84294
2665	19339.93522
2666	19338.31708
2667	19336.76633
2668	19335.88014
2669	19334.35945
2670	19333.00953
2671	19331.37797
2672	19330.46548
2673	19327.81106
2674	19325.7749
2675	19324.26902
2676	19322.32907
2677	19319.74611
2678	19318.12456
2679	19315.8889
2680	19313.88812
2681	19311.72178
2682	19310.95577
2683	19309.2167
2684	19308.04048
2685	19306.45899
2686	19304.92232
2687	19303.60573
2688	19301.80499
2689	19299.80584
2690	19298.03144
2691	19295.65858
2692	19293.63525
2693	19291.56878
2694	19290.05831
2695	19288.83281
2696	19287.20549
2697	19285.70091
2698	19283.24628
2699	19280.98004
2700	19278.92178
2701	19276.76285
2702	19274.87223
2703	19273.04643
2704	19270.8701
2705	19269.36703
2706	19267.48761
2707	19266.16907
2708	19263.8966
2709	19262.78184
2710	19261.50402
2711	19259.38045
2712	19257.63144
2713	19256.59011
2714	19255.00119
2715	19253.42962
2716	19251.88005
2717	19251.54042
2718	19249.51135
2719	19247.45169
2720	19245.6817
2721	19244.45504
2722	19241.78742
2723	19239.45188
2724	19237.34871
2725	19235.8182
2726	19234.00487
2727	19232.11564
2728	19230.94661
2729	19230.17618
2730	19228.93936
2731	19226.36084
2732	19224.89464
2733	19222.43285
2734	19220.78042
2735	19218.76622
2736	19217.11101
2737	19215.35224
2738	19213.92948
2739	19211.65745
2740	19209.67658
2741	19206.54291
2742	19204.76972
2743	19202.95776
2744	19200.74678
2745	19199.54385
2746	19198.16569
2747	19196.53646
2748	19195.22027
2749	19193.61475
2750	19191.33668
2751	19189.34177
2752	19188.04678
2753	19186.82624
2754	19184.93757
2755	19183.64431
2756	19181.22046
2757	19179.83204
2758	19178.45397
2759	19176.793
2760	19175.22653
2761	19173.56938
2762	19171.99641
2763	19169.34241
2764	19167.26946
2765	19166.11399
2766	19165.27859
2767	19163.01031
2768	19162.19291
2769	19160.27463
2770	19158.13525
2771	19157.36468
2772	19155.8378
2773	19153.55592
2774	19151.6447
2775	19150.30249
2776	19148.2757
2777	19146.18342
2778	19144.44545
2779	19142.03012
2780	19139.2694
2781	19138.33361
2782	19137.17985
2783	19134.90576
2784	19133.25407
2785	19131.65185
2786	19129.82
2787	19129.16421
2788	19127.16468
2789	19125.95334
2790	19124.71839
2791	19123.64006
2792	19122.32125
2793	19121.39133
2794	19119.84851
2795	19118.68844
2796	19116.40028
2797	19115.05679
2798	19113.29448
2799	19111.53124
2800	19108.91602
2801	19107.25238
2802	19105.91572
2803	19102.82514
2804	19100.69851
2805	19099.00922
2806	19097.39086
2807	19095.71303
2808	19095.08885
2809	19093.4401
2810	19091.04703
2811	19089.21572
2812	19087.9168
2813	19086.71216
2814	19084.92371
2815	19083.13519
2816	19081.00143
2817	19078.95211
2818	19077.12809
2819	19074.87659
2820	19073.59859
2821	19072.43866
2822	19070.43685
2823	19068.47639
2824	19066.09855
2825	19064.69277
2826	19062.62032
2827	19060.98533
2828	19058.78392
2829	19056.20401
2830	19054.92762
2831	19052.75754
2832	19051.86762
2833	19049.18945
2834	19046.87166
2835	19044.49815
2836	19042.37858
2837	19040.21725
2838	19037.67972
2839	19036.67126
2840	19034.51044
2841	19031.40757
2842	19028.98877
2843	19027.25439
2844	19024.86148
2845	19022.58263
2846	19020.09406
2847	19018.23009
2848	19015.18562
2849	19014.57009
2850	19013.54171
2851	19010.37154
2852	19008.80265
2853	19006.23638
2854	19004.50073
2855	19001.76006
2856	18999.98482
2857	18998.68276
2858	18997.10039
2859	18994.65013
2860	18992.06747
2861	18990.67635
2862	18989.36994
2863	18988.09877
2864	18986.0273
2865	18984.12948
2866	18981.43109
2867	18979.41603
2868	18977.42556
2869	18975.72706
2870	18973.4793
2871	18971.89598
2872	18969.36149
2873	18967.78256
2874	18966.00697
2875	18964.56019
2876	18962.90859
2877	18961.14498
2878	18959.67269
2879	18957.95083
2880	18957.3156
2881	18955.60046
2882	18954.44707
2883	18952.99358
2884	18951.38325
2885	18950.56129
2886	18949.67362
2887	18948.20204
2888	18945.75674
2889	18943.45383
2890	18942.10927
2891	18940.33726
2892	18938.22254
2893	18937.70661
2894	18935.49141
2895	18934.23919
2896	18931.87885
2897	18930.37039
2898	18928.37786
2899	18926.9399
2900	18924.7329
2901	18923.24367
2902	18921.40522
2903	18919.13729
2904	18917.29903
2905	18916.40478
2906	18914.19786
2907	18911.60159
2908	18910.22625
2909	18908.95641
2910	18906.98563
2911	18905.23978
2912	18903.51
2913	18902.73431
2914	18901.35244
2915	18899.89396
2916	18898.46747
2917	18896.3039
2918	18894.56865
2919	18893.06202
2920	18891.27832
2921	18889.59358
2922	18888.06312
2923	18886.77556
2924	18885.23277
2925	18883.88717
2926	18881.92151
2927	18879.88242
2928	18877.57691
2929	18876.05677
2930	18875.08482
2931	18873.81245
2932	18872.13216
2933	18870.16062
2934	18867.19773
2935	18865.45005
2936	18863.48728
2937	18862.38651
2938	18859.97548
2939	18858.17262
2940	18856.13948
2941	18853.87307
2942	18853.1922
2943	18850.67491
2944	18848.0288
2945	18846.01931
2946	18843.8728
2947	18842.85476
2948	18840.34778
2949	18838.12902
2950	18836.60774
2951	18834.22548
2952	18832.2748
2953	18831.336
2954	18829.47828
2955	18826.57617
2956	18825.17937
2957	18823.05717
2958	18821.7317
2959	18820.57459
2960	18819.17382
2961	18816.54198
2962	18814.70801
2963	18812.37845
2964	18811.72046
2965	18809.26191
2966	18807.75577
2967	18806.18383
2968	18804.24837
2969	18802.45883
2970	18800.58208
2971	18799.29083
2972	18797.12962
2973	18795.90528
2974	18794.51267
2975	18793.18388
2976	18790.88771
2977	18788.5701
2978	18786.78923
2979	18784.48936
2980	18783.19855
2981	18781.32924
2982	18779.87628
2983	18777.43744
2984	18776.09204
2985	18774.52845
2986	18772.78009
2987	18770.90701
2988	18768.11695
2989	18766.87184
2990	18765.60657
2991	18764.42762
2992	18762.2962
2993	18759.99255
2994	18757.76816
2995	18755.44057
2996	18753.72492
2997	18751.95436
2998	18751.35147
2999	18749.18013
3000	18747.52509
3001	18745.71273
3002	18744.32852
3003	18743.45472
3004	18741.37319
3005	18739.88548
3006	18737.64944
3007	18735.99559
3008	18735.02997
3009	18732.72025
3010	18731.27088
3011	18730.10684
3012	18727.98994
3013	18726.47055
3014	18725.12673
3015	18724.07995
3016	18722.9653
3017	18721.419
3018	18719.38476
3019	18717.96679
3020	18716.78353
3021	18715.6328
3022	18713.54478
3023	18712.46988
3024	18709.74207
3025	18708.33493
3026	18707.04903
3027	18706.33275
3028	18704.10862
3029	18703.25847
3030	18701.08793
3031	18699.43772
3032	18697.56412
3033	18696.542
3034	18695.51996
3035	18693.64774
3036	18692.1282
3037	18691.13071
3038	18689.91574
3039	18687.78678
3040	18686.19497
3041	18683.90391
3042	18681.73142
3043	18680.28746
3044	18679.37762
3045	18677.66126
3046	18676.03055
3047	18674.67319
3048	18672.82655
3049	18670.72013
3050	18668.45979
3051	18666.53342
3052	18664.85406
3053	18663.98081
3054	18662.56693
3055	18661.9311
3056	18660.735
3057	18660.03281
3058	18658.79613
3059	18656.7116
3060	18655.31734
3061	18653.15269
3062	18651.21188
3063	18649.50876
3064	18647.07327
3065	18645.07824
3066	18643.92935
3067	18642.71379
3068	18640.93606
3069	18640.16687
3070	18638.80899
3071	18636.63758
3072	18635.40631
3073	18633.08598
3074	18631.61899
3075	18629.7296
3076	18628.08593
3077	18625.9569
3078	18623.68654
3079	18621.34241
3080	18619.49502
3081	18617.9786
3082	18616.30699
3083	18614.40087
3084	18612.20814
3085	18610.55939
3086	18609.15298
3087	18606.72999
3088	18604.0747
3089	18603.18273
3090	18601.53334
3091	18600.32657
3092	18598.12467
3093	18596.19976
3094	18594.43196
3095	18592.83137
3096	18591.29555
3097	18588.99799
3098	18586.73738
3099	18585.43069
3100	18584.03365
3101	18582.25381
3102	18580.46451
3103	18578.60192
3104	18577.4468
3105	18575.42103
3106	18574.2549
3107	18572.16172
3108	18570.72913
3109	18569.3749
3110	18568.31378
3111	18567.48141
3112	18565.12159
3113	18563.41957
3114	18562.02687
3115	18560.57839
3116	18559.30381
3117	18557.26798
3118	18555.69812
3119	18553.85441
3120	18552.43803
3121	18550.62192
3122	18548.72565
3123	18547.01667
3124	18545.59214
3125	18544.80181
3126	18543.12881
3127	18541.38476
3128	18540.24566
3129	18539.09427
3130	18537.03993
3131	18535.09467
3132	18533.18709
3133	18531.48934
3134	18530.24222
3135	18527.81117
3136	18526.33422
3137	18525.48709
3138	18523.58674
3139	18522.02399
3140	18520.92509
3141	18518.29305
3142	18516.86868
3143	18514.77607
3144	18512.81112
3145	18510.57571
3146	18509.12198
3147	18506.60763
3148	18505.37086
3149	18503.91077
3150	18502.7456
3151	18500.51489
3152	18498.3741
3153	18497.34902
3154	18494.94655
3155	18493.29894
3156	18491.77274
3157	18490.03872
3158	18488.22538
3159	18486.19384
3160	18483.41252
3161	18481.49166
3162	18479.82227
3163	18478.77292
3164	18476.95659
3165	18475.09998
3166	18472.72641
3167	18471.57907
3168	18470.26636
3169	18469.45524
3170	18467.87598
3171	18466.36149
3172	18463.71
3173	18462.34292
3174	18460.10024
3175	18457.67198
3176	18455.44829
3177	18453.90554
3178	18452.67121
3179	18451.33139
3180	18449.24783
3181	18447.91041
3182	18446.68435
3183	18444.6084
3184	18442.68358
3185	18440.15716
3186	18438.10347
3187	18436.73309
3188	18434.50458
3189	18433.08729
3190	18430.93597
3191	18429.52273
3192	18426.72781
3193	18425.37782
3194	18422.9883
3195	18421.23753
3196	18418.63977
3197	18416.4592
3198	18414.31887
3199	18412.8494
3200	18411.86961
3201	18411.08128
3202	18410.42552
3203	18408.90071
3204	18407.16343
3205	18405.61561
3206	18403.39458
3207	18402.26113
3208	18400.45871
3209	18399.62032
3210	18398.06451
3211	18395.52211
3212	18392.77584
3213	18390.56274
3214	18389.40478
3215	18387.28641
3216	18385.83927
3217	18384.69168
3218	18382.62986
3219	18381.11679
3220	18379.76106
3221	18378.53262
3222	18377.45093
