iter	RMSE
628	24537.32647
629	24533.54029
630	24529.30881
631	24526.17105
632	24523.54746
633	24518.97348
634	24514.31339
635	24511.3262
636	24507.98715
637	24504.83583
638	24501.86308
639	24494.93107
640	24491.86788
641	24486.12134
642	24481.37453
643	24477.42922
644	24473.34886
645	24468.79767
646	24464.60051
647	24460.88614
648	24457.31735
649	24452.52988
650	24449.36002
651	24445.95054
652	24443.44654
653	24439.56989
654	24437.42328
655	24433.54005
656	24430.99362
657	24426.54867
658	24421.79383
659	24418.53978
660	24413.21855
661	24407.30549
662	24403.07656
663	24397.23527
664	24394.59687
665	24391.68621
666	24387.50653
667	24384.05572
668	24379.58011
669	24374.08623
670	24369.06637
671	24363.03199
672	24359.5737
673	24355.97903
674	24352.41082
675	24349.69616
676	24346.65317
677	24342.92724
678	24340.48037
679	24334.13449
680	24330.5418
681	24326.50644
682	24323.41234
683	24318.55681
684	24315.43049
685	24311.45631
686	24305.43849
687	24302.30136
688	24298.35149
689	24295.20407
690	24292.00826
691	24287.8038
692	24284.35011
693	24281.01832
694	24275.6343
695	24270.90016
696	24267.10877
697	24264.26754
698	24260.65755
699	24258.18171
700	24255.29295
701	24252.78296
702	24246.85943
703	24242.59629
704	24240.07935
705	24237.29065
706	24234.55488
707	24230.50317
708	24226.93428
709	24222.64
710	24219.80386
711	24215.44734
712	24210.85148
713	24208.18404
714	24205.25347
715	24201.9121
716	24199.81605
717	24196.34758
718	24191.95333
719	24189.18443
720	24186.35443
721	24182.46828
722	24178.0706
723	24175.04251
724	24172.15542
725	24169.35846
726	24166.29513
727	24163.31076
728	24160.52179
729	24157.08963
730	24152.17016
731	24148.94644
732	24146.22235
733	24142.5259
734	24140.16901
735	24137.78954
736	24135.00103
737	24130.8784
738	24127.60813
739	24124.52164
740	24119.49571
741	24115.8026
742	24110.34461
743	24107.81046
744	24104.38144
745	24101.56929
746	24096.99691
747	24093.98257
748	24092.01089
749	24089.25917
750	24086.08407
751	24082.53376
752	24079.23362
753	24076.22681
754	24071.84033
755	24068.97378
756	24063.91867
757	24061.63255
758	24059.19592
759	24056.81928
760	24053.30756
761	24050.09865
762	24046.51354
763	24042.54401
764	24039.55935
765	24034.83193
766	24029.70126
767	24026.82142
768	24022.49165
769	24019.16458
770	24016.00594
771	24012.89047
772	24010.65679
773	24007.55749
774	24005.02484
775	24002.35763
776	23998.71663
777	23994.93702
778	23990.97924
779	23986.3461
780	23983.86376
781	23980.68863
782	23977.87654
783	23975.04208
784	23973.03116
785	23967.85319
786	23964.92795
787	23962.68786
788	23960.2424
789	23955.30401
790	23948.0691
791	23945.94939
792	23941.19997
793	23935.26392
794	23931.13291
795	23927.8095
796	23925.40675
797	23923.09558
798	23919.90381
799	23916.97975
800	23914.43862
801	23910.69236
802	23908.62318
803	23905.7228
804	23902.41575
805	23898.98781
806	23894.54006
807	23891.94117
808	23888.71959
809	23886.77714
810	23883.79546
811	23880.96813
812	23876.62511
813	23873.34501
814	23868.66281
815	23864.89476
816	23861.98254
817	23858.34089
818	23855.29577
819	23852.40429
820	23850.35524
821	23846.4004
822	23843.26778
823	23841.70293
824	23838.49717
825	23835.80798
826	23831.82589
827	23828.56119
828	23824.33781
829	23820.21095
830	23817.44996
831	23815.10986
832	23811.90053
833	23808.28288
834	23805.90345
835	23800.76053
836	23796.00393
837	23793.49822
838	23789.50098
839	23786.89505
840	23783.28209
841	23779.86801
842	23777.55877
843	23774.94194
844	23772.27877
845	23768.76728
846	23766.60478
847	23760.73442
848	23758.01252
849	23755.48964
850	23752.02873
851	23749.39668
852	23745.96101
853	23743.68852
854	23741.80881
855	23738.34089
856	23733.0881
857	23730.10557
858	23725.9317
859	23722.08225
860	23720.11002
861	23716.50612
862	23713.31921
863	23710.21388
864	23706.66805
865	23703.29784
866	23700.26931
867	23697.59693
868	23693.90836
869	23690.90463
870	23688.01588
871	23684.83659
872	23680.94304
873	23676.93641
874	23674.20023
875	23668.86543
876	23664.63208
877	23659.38812
878	23655.05631
879	23652.17752
880	23649.50098
881	23647.31172
882	23644.68639
883	23640.42354
884	23637.29823
885	23634.87038
886	23632.0072
887	23629.17457
888	23627.25655
889	23624.16205
890	23620.69758
891	23617.80526
892	23615.90492
893	23612.76322
894	23609.42998
895	23605.63735
896	23602.1197
897	23599.96175
898	23596.24398
899	23593.75582
900	23591.42384
901	23588.79385
902	23584.47495
903	23581.39056
904	23578.54407
905	23573.2078
906	23569.54756
907	23566.45563
908	23563.51932
909	23560.56895
910	23558.2627
911	23553.62714
912	23550.97779
913	23547.71086
914	23542.78877
915	23538.6402
916	23535.7441
917	23533.52757
918	23528.80616
919	23526.78435
920	23523.13286
921	23520.92356
922	23517.65674
923	23514.56434
924	23510.58358
925	23507.92294
926	23502.724
927	23499.89123
928	23495.3635
929	23492.62093
930	23488.8576
931	23485.47959
932	23482.90885
933	23479.88971
934	23476.64818
935	23473.94712
936	23468.61109
937	23465.45316
938	23463.37171
939	23460.32799
940	23458.27311
941	23452.42218
942	23447.76146
943	23444.79499
944	23441.00021
945	23437.03815
946	23433.00776
947	23429.87626
948	23426.77495
949	23424.34556
950	23421.36886
951	23417.81062
952	23414.641
953	23411.37297
954	23407.87438
955	23404.97722
956	23401.25053
957	23399.08202
958	23396.24077
959	23392.60432
960	23389.95472
961	23386.17684
962	23383.51079
963	23380.35151
964	23377.93288
965	23374.57633
966	23372.25119
967	23370.00083
968	23367.5989
969	23364.99295
970	23361.52157
971	23358.83195
972	23355.43488
973	23352.66427
974	23349.01104
975	23347.37478
976	23344.35225
977	23342.06233
978	23339.17014
979	23336.21266
980	23333.52395
981	23331.52265
982	23328.6359
983	23326.27315
984	23322.84609
985	23320.2401
986	23316.70989
987	23313.72691
988	23310.01034
989	23307.36284
990	23305.25875
991	23302.73666
992	23298.41831
993	23294.50061
994	23290.58244
995	23288.17621
996	23285.67172
997	23281.88602
998	23278.9151
999	23275.82952
1000	23273.12498
1001	23269.38371
1002	23267.02632
1003	23264.9437
1004	23260.57839
1005	23256.89944
1006	23252.84584
1007	23248.37606
1008	23245.30704
1009	23243.456
1010	23240.4149
1011	23237.45301
1012	23235.2007
1013	23231.97445
1014	23229.712
1015	23227.16457
1016	23222.62139
1017	23220.41891
1018	23217.01681
1019	23213.63753
1020	23210.7624
1021	23206.69854
1022	23204.24697
1023	23201.73264
1024	23200.03483
1025	23197.71236
1026	23191.54126
1027	23187.22419
1028	23183.86081
1029	23178.5208
1030	23175.53074
1031	23173.85702
1032	23170.85688
1033	23167.87923
1034	23165.45101
1035	23163.6402
1036	23160.5566
1037	23158.11431
1038	23152.76307
1039	23150.51278
1040	23147.96157
1041	23144.20684
1042	23141.613
1043	23137.95865
1044	23134.29826
1045	23130.32614
1046	23127.41008
1047	23125.1756
1048	23120.36489
1049	23118.01558
1050	23115.26452
1051	23112.29575
1052	23109.45592
1053	23106.30922
1054	23102.87108
1055	23100.66679
1056	23098.45155
1057	23095.18821
1058	23092.28184
1059	23089.44314
1060	23086.17469
1061	23082.734
1062	23080.76651
1063	23077.65157
1064	23075.2655
1065	23072.75581
1066	23068.24638
1067	23065.27777
1068	23060.90573
1069	23058.46688
1070	23056.44855
1071	23053.86139
1072	23050.1276
1073	23046.65431
1074	23044.57925
1075	23041.91728
1076	23038.69392
1077	23035.65104
1078	23032.4183
1079	23029.58714
1080	23026.9286
1081	23024.74204
1082	23019.51898
1083	23017.07136
1084	23014.57273
1085	23012.40639
1086	23010.36606
1087	23006.29454
1088	23001.52728
1089	22999.42298
1090	22995.60104
1091	22992.35715
1092	22989.75129
1093	22985.65266
1094	22982.97901
1095	22979.90555
1096	22977.10643
1097	22974.22781
1098	22970.31291
1099	22966.53059
1100	22964.0816
1101	22961.24408
1102	22957.6437
1103	22955.0523
1104	22952.12973
1105	22949.67244
1106	22947.19267
1107	22944.66165
1108	22941.78754
1109	22938.27257
1110	22935.50925
1111	22931.64205
1112	22928.8166
1113	22926.37835
1114	22922.86806
1115	22921.19323
1116	22917.07067
1117	22913.67
1118	22911.69051
1119	22907.99484
1120	22905.95391
1121	22902.41131
1122	22900.02708
1123	22895.4728
1124	22892.31893
1125	22888.73557
1126	22886.23045
1127	22882.81504
1128	22880.30258
1129	22877.76822
1130	22874.60516
1131	22872.00524
1132	22870.56144
1133	22866.55282
1134	22863.79697
1135	22861.60422
1136	22860.03608
1137	22855.87316
1138	22851.46158
1139	22848.60237
1140	22845.81218
1141	22842.09414
1142	22838.42205
1143	22836.37809
1144	22833.09929
1145	22830.03577
1146	22826.62439
1147	22823.24669
1148	22819.85706
1149	22816.42315
1150	22813.39912
1151	22810.05467
1152	22807.52277
1153	22804.28646
1154	22801.47663
1155	22799.16824
1156	22795.37699
1157	22791.63062
1158	22788.45939
1159	22784.28176
1160	22780.83311
1161	22778.71871
1162	22776.53044
1163	22773.546
1164	22770.58748
1165	22768.27379
1166	22764.2153
1167	22761.94732
1168	22757.92253
1169	22754.89142
1170	22751.39483
1171	22749.25306
1172	22745.99023
1173	22743.58579
1174	22739.50972
1175	22736.21464
1176	22733.58313
1177	22730.97087
1178	22726.17414
1179	22723.09672
1180	22719.66035
1181	22717.68787
1182	22714.43736
1183	22711.90083
1184	22709.9084
1185	22705.77964
1186	22703.47071
1187	22701.03629
1188	22698.83185
1189	22695.62705
1190	22692.86324
1191	22688.62489
1192	22686.41707
1193	22684.44223
1194	22681.19082
1195	22677.43269
1196	22675.29174
1197	22672.73036
1198	22667.40342
1199	22665.13739
1200	22661.7692
1201	22658.45714
1202	22654.38324
1203	22651.73966
1204	22649.02469
1205	22646.97029
1206	22644.12818
1207	22641.04301
1208	22639.10849
1209	22637.40596
1210	22633.8243
1211	22631.33976
1212	22628.63197
1213	22625.88425
1214	22623.43912
1215	22619.55328
1216	22615.20671
1217	22612.68159
1218	22609.15562
1219	22606.23126
1220	22603.70699
1221	22598.80708
1222	22595.59208
1223	22592.79967
1224	22588.71162
1225	22585.38713
1226	22583.61697
1227	22580.2233
1228	22577.96291
1229	22575.83933
1230	22573.99083
1231	22570.46148
1232	22568.24093
1233	22564.35574
1234	22559.71852
1235	22558.00971
1236	22554.49548
1237	22551.11229
1238	22547.88825
1239	22544.40763
1240	22542.34084
1241	22539.56842
1242	22535.48247
1243	22533.32792
1244	22530.42398
1245	22526.88077
1246	22523.50254
1247	22520.05036
1248	22517.47409
1249	22513.6377
1250	22511.84032
1251	22508.3323
1252	22504.72244
1253	22501.8673
1254	22499.13406
1255	22495.51716
1256	22493.39129
1257	22490.48844
1258	22488.79839
1259	22485.38002
1260	22483.48756
1261	22480.39418
1262	22478.87901
1263	22476.24839
1264	22472.63237
1265	22469.37568
1266	22465.56421
1267	22462.38357
1268	22459.4707
1269	22456.73233
1270	22454.30605
1271	22450.98928
1272	22448.48379
1273	22444.32297
1274	22440.32923
1275	22437.97189
1276	22435.291
1277	22431.80808
1278	22427.14399
1279	22422.39728
1280	22419.97286
1281	22417.04558
1282	22413.45681
1283	22410.26779
1284	22407.83074
1285	22405.74566
1286	22403.03892
1287	22400.78052
1288	22398.0204
1289	22394.3541
1290	22391.92778
1291	22388.61785
1292	22385.9152
1293	22382.07678
1294	22379.51697
1295	22377.77298
1296	22374.07369
1297	22371.62294
1298	22368.71125
1299	22366.88983
1300	22364.38014
1301	22360.4714
1302	22356.76589
1303	22353.34898
1304	22351.42172
1305	22349.1003
1306	22346.97553
1307	22343.3233
1308	22340.13636
1309	22336.36572
1310	22333.92469
1311	22330.72092
1312	22328.14496
1313	22324.96288
1314	22321.98429
1315	22318.38409
1316	22314.33388
1317	22311.99099
1318	22309.80572
1319	22306.76691
1320	22303.17976
1321	22300.82229
1322	22297.59077
1323	22294.56289
1324	22291.19069
1325	22288.10975
1326	22285.43921
1327	22282.22599
1328	22279.94258
1329	22276.33998
1330	22272.02772
1331	22268.85478
1332	22266.73356
1333	22264.37805
1334	22260.73583
1335	22256.70642
1336	22253.49621
1337	22250.1764
1338	22247.86999
1339	22244.29239
1340	22241.97957
1341	22238.40598
1342	22235.137
1343	22231.51413
1344	22229.0019
1345	22225.61131
1346	22223.35494
1347	22221.12816
1348	22218.8093
1349	22215.30391
1350	22210.99144
1351	22208.49747
1352	22205.18468
1353	22202.79461
1354	22199.28665
1355	22196.5354
1356	22193.96205
1357	22191.02866
1358	22188.98216
1359	22186.02023
1360	22183.30357
1361	22180.31835
1362	22177.72145
1363	22174.4504
1364	22171.66004
1365	22168.83478
1366	22165.45415
1367	22163.56406
1368	22161.0528
1369	22158.78266
1370	22156.48556
1371	22154.02819
1372	22150.95017
1373	22148.87863
1374	22145.83862
1375	22143.64074
1376	22139.66332
1377	22137.74339
1378	22135.57975
1379	22133.55689
1380	22130.82042
1381	22128.4307
1382	22125.07277
1383	22123.19829
1384	22119.87104
1385	22116.07733
1386	22113.09832
1387	22110.27688
1388	22106.51631
1389	22102.95048
1390	22100.6854
1391	22097.48542
1392	22093.64229
1393	22090.90273
1394	22088.28219
1395	22084.99207
1396	22082.27319
1397	22079.87879
1398	22077.38929
1399	22074.66289
1400	22071.68186
1401	22067.2393
1402	22063.53283
1403	22061.86676
1404	22059.14612
1405	22055.70141
1406	22050.51045
1407	22048.37185
1408	22045.79703
1409	22041.50745
1410	22038.67385
1411	22035.18019
1412	22033.53987
1413	22029.12769
1414	22026.55158
1415	22024.70276
1416	22022.95677
1417	22021.0459
1418	22018.55938
1419	22015.37916
1420	22013.10899
1421	22010.64287
1422	22007.70807
1423	22005.31284
1424	22001.58087
1425	21998.85321
1426	21995.65431
1427	21992.99692
1428	21990.6052
1429	21987.37035
1430	21986.12211
1431	21983.5869
1432	21981.02697
1433	21976.90561
1434	21974.80138
1435	21972.74064
1436	21968.84591
1437	21965.0474
1438	21962.76485
1439	21960.18126
1440	21958.59135
1441	21956.41534
1442	21954.42789
1443	21951.86339
1444	21948.10468
1445	21945.53377
1446	21943.12329
1447	21939.31549
1448	21936.59887
1449	21933.99994
1450	21931.53823
1451	21929.23914
1452	21926.13757
1453	21923.35078
1454	21921.10105
1455	21918.54066
1456	21916.19504
1457	21913.32865
1458	21910.36978
1459	21906.79025
1460	21903.41398
1461	21901.16455
1462	21898.00585
1463	21895.25274
1464	21893.25371
1465	21889.57711
1466	21887.28971
1467	21885.80002
1468	21882.6329
1469	21880.49855
1470	21877.80065
1471	21875.32339
1472	21873.36365
1473	21871.25202
1474	21869.28465
1475	21864.93145
1476	21862.72854
1477	21860.33777
1478	21857.99585
1479	21855.69554
1480	21853.46337
1481	21850.01509
1482	21847.44811
1483	21844.3965
1484	21840.67342
1485	21837.77541
1486	21835.45342
1487	21833.11149
1488	21831.39086
1489	21828.26129
1490	21824.45137
1491	21822.07307
1492	21820.08978
1493	21818.66713
1494	21814.43452
1495	21812.36899
1496	21809.01366
1497	21806.26634
1498	21805.03045
1499	21802.90835
1500	21799.97702
1501	21796.42464
1502	21793.97748
1503	21790.81176
1504	21788.06104
1505	21786.39931
1506	21784.01557
1507	21781.5437
1508	21778.96301
1509	21774.8905
1510	21772.55053
1511	21768.63478
1512	21766.97752
1513	21764.2885
1514	21760.89076
1515	21758.75068
1516	21755.64073
1517	21753.79528
1518	21752.31548
1519	21749.1368
1520	21747.09172
1521	21743.88032
1522	21740.94418
1523	21737.67798
1524	21734.63606
1525	21731.57389
1526	21729.1437
1527	21726.31549
1528	21722.62116
1529	21720.67808
1530	21716.88451
1531	21714.01648
1532	21710.2954
1533	21706.23739
1534	21702.81518
1535	21699.01062
1536	21696.73255
1537	21694.21678
1538	21691.23813
1539	21689.39731
1540	21687.49314
1541	21684.27203
1542	21682.0379
1543	21678.37912
1544	21675.76076
1545	21673.76037
1546	21669.93322
1547	21666.30361
1548	21664.25479
1549	21661.02724
1550	21658.34099
1551	21654.85141
1552	21651.43185
1553	21649.40276
1554	21646.6721
1555	21644.86262
1556	21642.53813
1557	21640.05762
1558	21638.48046
1559	21635.52006
1560	21631.79313
1561	21629.75875
1562	21627.10047
1563	21625.47202
1564	21622.42082
1565	21620.37815
1566	21618.05258
1567	21615.86283
1568	21613.11586
1569	21609.41024
1570	21606.35319
1571	21604.09759
1572	21601.95508
1573	21598.46101
1574	21594.44033
1575	21591.89352
1576	21589.33695
1577	21586.49562
1578	21584.06594
1579	21581.12564
1580	21578.42353
1581	21576.46301
1582	21572.8667
1583	21568.90068
1584	21567.4454
1585	21564.67101
1586	21563.05114
1587	21561.18931
1588	21558.04878
1589	21555.2281
1590	21553.4953
1591	21550.57544
1592	21548.27461
1593	21546.00582
1594	21543.21744
1595	21539.48614
1596	21538.06046
1597	21534.96765
1598	21531.30748
1599	21528.13055
1600	21526.04375
1601	21523.2556
1602	21520.80555
1603	21518.39347
1604	21515.73886
1605	21512.92758
1606	21511.2379
1607	21508.93764
1608	21505.3585
1609	21502.64267
1610	21501.04053
1611	21498.63101
1612	21495.41045
1613	21492.45433
1614	21490.4608
1615	21488.20492
1616	21485.03353
1617	21482.97895
1618	21481.44059
1619	21479.86099
1620	21476.06622
1621	21473.30418
1622	21471.39445
1623	21467.89742
1624	21465.47498
1625	21463.49088
1626	21461.20145
1627	21459.2662
1628	21455.6034
1629	21454.10622
1630	21452.20343
1631	21449.91494
1632	21447.34459
1633	21445.22467
1634	21442.56117
1635	21439.99304
1636	21437.34388
1637	21435.14384
1638	21433.62568
1639	21430.98962
1640	21428.38942
1641	21426.44939
1642	21424.49654
1643	21420.45765
1644	21417.49477
1645	21414.609
1646	21411.77357
1647	21409.63031
1648	21405.56304
1649	21403.28635
1650	21401.12752
1651	21399.38321
1652	21397.94137
1653	21395.35668
1654	21392.39475
1655	21390.37404
1656	21387.63068
1657	21384.43567
1658	21382.56592
1659	21380.38879
1660	21377.84764
1661	21375.63377
1662	21373.6532
1663	21371.10385
1664	21367.20496
1665	21364.52078
1666	21361.29404
