iter	Passed	Remaining
2564	145229	420968
2565	145282	420900
2566	145333	420826
2567	145385	420756
2568	145435	420682
2569	145490	420620
2570	145543	420552
2571	145597	420488
2572	145653	420432
2573	145730	420433
2574	145781	420359
2575	145833	420290
2576	145886	420224
2577	145939	420154
2578	145991	420085
2579	146042	420014
2580	146094	419943
2581	146148	419879
2582	146200	419809
2583	146253	419744
2584	146307	419679
2585	146375	419656
2586	146429	419590
2587	146480	419517
2588	146535	419458
2589	146589	419393
2590	146639	419318
2591	146690	419243
2592	146741	419173
2593	146797	419112
2594	146851	419048
2595	146902	418977
2596	146955	418909
2597	147007	418840
2598	147057	418766
2599	147113	418708
2600	147188	418703
2601	147239	418632
2602	147293	418567
2603	147345	418496
2604	147397	418429
2605	147453	418369
2606	147506	418302
2607	147561	418242
2608	147615	418178
2609	147668	418111
2610	147722	418047
2611	147775	417982
2612	147826	417908
2613	147882	417849
2614	147934	417780
2615	147986	417711
2616	148039	417643
2617	148099	417596
2618	148159	417550
2619	148213	417487
2620	148266	417419
2621	148319	417353
2622	148371	417284
2623	148423	417214
2624	148475	417144
2625	148531	417086
2626	148587	417030
2627	148669	417044
2628	148726	416987
2629	148776	416914
2630	148828	416844
2631	148880	416774
2632	148933	416708
2633	149003	416689
2634	149059	416630
2635	149121	416589
2636	149183	416547
2637	149236	416482
2638	149290	416417
2639	149346	416359
2640	149401	416299
2641	149455	416234
2642	149508	416168
2643	149562	416104
2644	149616	416042
2645	149674	415988
2646	149729	415927
2647	149780	415856
2648	149833	415789
2649	149886	415721
2650	149939	415657
2651	149990	415585
2652	150046	415526
2653	150122	415524
2654	150173	415452
2655	150225	415381
2656	150278	415317
2657	150330	415246
2658	150381	415176
2659	150434	415107
2660	150486	415040
2661	150542	414982
2662	150596	414916
2663	150648	414849
2664	150701	414783
2665	150755	414717
2666	150806	414646
2667	150856	414573
2668	150908	414503
2669	150963	414441
2670	151013	414367
2671	151066	414302
2672	151116	414228
2673	151170	414164
2674	151222	414094
2675	151274	414025
2676	151325	413955
2677	151378	413888
2678	151430	413818
2679	151484	413756
2680	151562	413759
2681	151627	413724
2682	151679	413657
2683	151730	413584
2684	151781	413513
2685	151833	413445
2686	151884	413373
2687	151936	413302
2688	151989	413237
2689	152043	413174
2690	152096	413108
2691	152146	413035
2692	152199	412966
2693	152251	412900
2694	152303	412829
2695	152355	412761
2696	152407	412691
2697	152459	412624
2698	152512	412557
2699	152564	412489
2700	152619	412429
2701	152674	412366
2702	152726	412299
2703	152778	412231
2704	152831	412165
2705	152884	412098
2706	152939	412038
2707	153016	412037
2708	153069	411971
2709	153120	411900
2710	153170	411825
2711	153222	411757
2712	153275	411690
2713	153326	411620
2714	153377	411549
2715	153429	411479
2716	153481	411412
2717	153535	411348
2718	153586	411278
2719	153638	411209
2720	153690	411139
2721	153743	411075
2722	153794	411004
2723	153847	410937
2724	153898	410866
2725	153952	410804
2726	154005	410738
2727	154056	410667
2728	154109	410600
2729	154172	410562
2730	154223	410490
2731	154276	410423
2732	154327	410355
2733	154385	410301
2734	154461	410296
2735	154513	410228
2736	154569	410169
2737	154623	410108
2738	154721	410162
2739	154775	410097
2740	154828	410033
2741	154881	409966
2742	154933	409898
2743	154985	409829
2744	155038	409764
2745	155091	409698
2746	155142	409628
2747	155195	409561
2748	155247	409495
2749	155302	409435
2750	155356	409370
2751	155408	409303
2752	155461	409238
2753	155514	409170
2754	155567	409104
2755	155619	409038
2756	155675	408980
2757	155725	408907
2758	155776	408836
2759	155830	408772
2760	155906	408766
2761	155958	408698
2762	156008	408626
2763	156062	408562
2764	156115	408496
2765	156167	408428
2766	156218	408358
2767	156271	408294
2768	156330	408244
2769	156384	408179
2770	156435	408110
2771	156486	408040
2772	156542	407981
2773	156596	407918
2774	156648	407849
2775	156700	407781
2776	156765	407748
2777	156817	407679
2778	156869	407612
2779	156922	407547
2780	156976	407483
2781	157027	407413
2782	157080	407349
2783	157132	407281
2784	157187	407221
2785	157241	407156
2786	157319	407155
2787	157372	407090
2788	157424	407023
2789	157476	406954
2790	157528	406886
2791	157579	406817
2792	157634	406756
2793	157687	406690
2794	157741	406629
2795	157790	406552
2796	157844	406489
2797	157894	406417
2798	157945	406348
2799	157997	406279
2800	158055	406226
2801	158113	406173
2802	158165	406107
2803	158220	406047
2804	158276	405989
2805	158330	405925
2806	158381	405857
2807	158432	405786
2808	158485	405720
2809	158537	405654
2810	158591	405590
2811	158647	405531
2812	158702	405473
2813	158785	405485
2814	158837	405417
2815	158893	405358
2816	158946	405293
2817	158997	405222
2818	159051	405161
2819	159105	405098
2820	159159	405035
2821	159208	404960
2822	159261	404895
2823	159312	404825
2824	159366	404762
2825	159418	404694
2826	159471	404630
2827	159522	404561
2828	159587	404526
2829	159639	404458
2830	159691	404390
2831	159743	404323
2832	159796	404257
2833	159848	404189
2834	159903	404130
2835	159956	404064
2836	160009	403999
2837	160062	403934
2838	160115	403868
2839	160194	403870
2840	160247	403806
2841	160300	403741
2842	160354	403679
2843	160407	403613
2844	160461	403551
2845	160513	403483
2846	160566	403417
2847	160620	403355
2848	160673	403290
2849	160725	403223
2850	160776	403152
2851	160828	403087
2852	160885	403030
2853	160936	402961
2854	160988	402894
2855	161040	402825
2856	161093	402762
2857	161144	402691
2858	161197	402627
2859	161250	402563
2860	161305	402501
2861	161356	402431
2862	161407	402362
2863	161459	402295
2864	161517	402242
2865	161591	402230
2866	161642	402162
2867	161695	402096
2868	161750	402036
2869	161803	401972
2870	161855	401904
2871	161907	401838
2872	161963	401779
2873	162014	401710
2874	162065	401639
2875	162117	401573
2876	162181	401536
2877	162233	401468
2878	162284	401399
2879	162337	401333
2880	162389	401266
2881	162442	401203
2882	162494	401134
2883	162546	401067
2884	162598	401001
2885	162649	400930
2886	162700	400861
2887	162751	400793
2888	162805	400730
2889	162857	400662
2890	162910	400599
2891	162987	400592
2892	163037	400522
2893	163091	400459
2894	163145	400395
2895	163196	400328
2896	163253	400271
2897	163304	400203
2898	163357	400137
2899	163408	400068
2900	163462	400007
2901	163515	399942
2902	163568	399876
2903	163621	399812
2904	163674	399748
2905	163726	399680
2906	163779	399617
2907	163833	399555
2908	163886	399490
2909	163939	399425
2910	163992	399361
2911	164045	399297
2912	164100	399238
2913	164151	399169
2914	164202	399098
2915	164255	399034
2916	164309	398973
2917	164385	398964
2918	164438	398900
2919	164502	398863
2920	164559	398806
2921	164610	398738
2922	164661	398669
2923	164712	398600
2924	164768	398542
2925	164819	398474
2926	164874	398413
2927	164928	398352
2928	164982	398290
2929	165035	398225
2930	165118	398233
2931	165180	398191
2932	165233	398125
2933	165285	398058
2934	165337	397991
2935	165388	397923
2936	165443	397865
2937	165496	397799
2938	165547	397729
2939	165603	397674
2940	165656	397610
2941	165707	397540
2942	165758	397470
2943	165811	397406
2944	165888	397399
2945	165939	397331
2946	165993	397268
2947	166046	397205
2948	166105	397155
2949	166163	397102
2950	166220	397048
2951	166279	396999
2952	166335	396940
2953	166390	396882
2954	166445	396822
2955	166503	396769
2956	166559	396713
2957	166612	396649
2958	166664	396581
2959	166715	396512
2960	166774	396462
2961	166827	396397
2962	166877	396327
2963	166929	396261
2964	166993	396221
2965	167045	396155
2966	167098	396092
2967	167150	396025
2968	167204	395963
2969	167257	395899
2970	167335	395895
2971	167390	395834
2972	167443	395771
2973	167495	395702
2974	167546	395635
2975	167598	395568
2976	167653	395509
2977	167705	395443
2978	167757	395375
2979	167811	395313
2980	167863	395248
2981	167915	395180
2982	167968	395116
2983	168020	395051
2984	168074	394990
2985	168126	394921
2986	168177	394854
2987	168228	394786
2988	168282	394723
2989	168334	394656
2990	168385	394588
2991	168436	394520
2992	168490	394457
2993	168544	394395
2994	168596	394329
2995	168649	394265
2996	168724	394252
2997	168776	394186
2998	168827	394117
2999	168879	394052
3000	168932	393987
3001	168984	393921
3002	169033	393849
3003	169086	393783
3004	169139	393720
3005	169191	393654
3006	169242	393586
3007	169293	393516
3008	169344	393448
3009	169395	393379
3010	169444	393307
3011	169497	393243
3012	169563	393209
3013	169615	393143
3014	169667	393076
3015	169719	393011
3016	169774	392951
3017	169826	392884
3018	169878	392818
3019	169931	392755
3020	169983	392689
3021	170034	392620
3022	170090	392563
3023	170165	392550
3024	170221	392493
3025	170271	392423
3026	170321	392352
3027	170372	392284
3028	170426	392222
3029	170477	392154
3030	170530	392091
3031	170582	392024
3032	170635	391960
3033	170685	391891
3034	170736	391823
3035	170789	391759
3036	170845	391701
3037	170896	391632
3038	170949	391568
3039	171002	391505
3040	171056	391445
3041	171110	391383
3042	171163	391318
3043	171216	391255
3044	171268	391190
3045	171321	391125
3046	171372	391058
3047	171426	390996
3048	171480	390934
3049	171536	390877
3050	171610	390863
3051	171671	390816
3052	171723	390750
3053	171773	390679
3054	171823	390610
3055	171874	390541
3056	171937	390500
3057	171988	390433
3058	172039	390365
3059	172091	390299
3060	172143	390233
3061	172196	390170
3062	172248	390103
3063	172300	390037
3064	172353	389973
3065	172402	389902
3066	172453	389833
3067	172504	389765
3068	172558	389704
3069	172610	389637
3070	172662	389572
3071	172714	389506
3072	172767	389442
3073	172820	389379
3074	172870	389310
3075	172923	389247
3076	173001	389238
3077	173051	389169
3078	173102	389101
3079	173159	389046
3080	173211	388981
3081	173262	388913
3082	173315	388848
3083	173367	388784
3084	173423	388727
3085	173472	388655
3086	173525	388590
3087	173577	388526
3088	173632	388467
3089	173684	388400
3090	173737	388337
3091	173790	388275
3092	173845	388215
3093	173897	388149
3094	173949	388084
3095	174002	388022
3096	174056	387959
3097	174108	387893
3098	174160	387828
3099	174212	387763
3100	174276	387725
3101	174330	387664
3102	174403	387645
3103	174458	387585
3104	174510	387519
3105	174562	387454
3106	174612	387383
3107	174663	387316
3108	174717	387256
3109	174770	387192
3110	174822	387127
3111	174875	387063
3112	174972	387096
3113	175024	387032
3114	175076	386967
3115	175128	386902
3116	175180	386835
3117	175233	386773
3118	175287	386711
3119	175342	386652
3120	175393	386586
3121	175446	386521
3122	175501	386462
3123	175555	386402
3124	175607	386336
3125	175658	386268
3126	175710	386203
3127	175765	386145
3128	175822	386089
3129	175900	386082
3130	175955	386022
3131	176006	385955
3132	176058	385889
3133	176110	385824
3134	176161	385757
3135	176216	385698
3136	176268	385633
3137	176320	385567
3138	176372	385501
3139	176426	385441
3140	176478	385376
3141	176531	385313
3142	176583	385246
3143	176649	385212
3144	176702	385150
3145	176755	385086
3146	176807	385022
3147	176864	384966
3148	176915	384898
3149	176967	384833
3150	177022	384775
3151	177077	384715
3152	177131	384655
3153	177182	384588
3154	177238	384530
3155	177313	384516
3156	177366	384453
3157	177419	384389
3158	177476	384334
3159	177529	384272
3160	177582	384209
3161	177635	384147
3162	177687	384082
3163	177740	384019
3164	177791	383950
3165	177843	383886
3166	177897	383825
3167	177951	383764
3168	178003	383698
3169	178053	383630
3170	178106	383566
3171	178161	383506
3172	178214	383444
3173	178265	383377
3174	178318	383314
3175	178371	383252
3176	178422	383184
3177	178475	383121
3178	178526	383054
3179	178579	382991
3180	178633	382931
3181	178708	382913
3182	178771	382873
3183	178827	382817
3184	178878	382749
3185	178932	382688
3186	178985	382626
3187	179040	382567
3188	179092	382502
3189	179145	382438
3190	179196	382372
3191	179250	382310
3192	179301	382244
3193	179352	382177
3194	179406	382115
3195	179458	382051
3196	179511	381988
3197	179563	381923
3198	179615	381857
3199	179668	381794
3200	179718	381726
3201	179769	381658
3202	179819	381589
3203	179874	381532
3204	179926	381466
3205	179979	381403
3206	180032	381340
3207	180106	381322
3208	180157	381256
3209	180208	381189
3210	180261	381126
3211	180314	381063
3212	180367	380999
3213	180417	380931
3214	180470	380867
3215	180523	380805
3216	180575	380741
3217	180627	380676
3218	180679	380611
3219	180732	380549
3220	180783	380481
3221	180835	380416
3222	180886	380349
3223	180939	380288
3224	180991	380221
3225	181040	380152
3226	181092	380087
3227	181158	380050
3228	181208	379981
3229	181259	379916
3230	181311	379850
3231	181364	379788
3232	181415	379722
3233	181468	379659
3234	181546	379647
3235	181598	379582
3236	181649	379515
3237	181697	379444
3238	181749	379379
3239	181803	379318
3240	181858	379260
3241	181910	379194
3242	181963	379132
3243	182018	379073
3244	182072	379013
3245	182123	378946
3246	182173	378878
3247	182227	378816
3248	182277	378748
3249	182328	378682
3250	182380	378616
3251	182434	378557
3252	182486	378492
3253	182537	378426
3254	182589	378361
3255	182641	378296
3256	182692	378230
3257	182743	378162
3258	182794	378096
3259	182850	378039
3260	182901	377974
3261	182977	377958
3262	183030	377896
3263	183083	377834
3264	183135	377769
3265	183186	377703
3266	183239	377640
3267	183306	377606
3268	183356	377537
3269	183407	377471
3270	183460	377408
3271	183514	377349
3272	183566	377284
3273	183617	377217
3274	183668	377150
3275	183720	377087
3276	183772	377022
3277	183823	376955
3278	183875	376891
3279	183927	376828
3280	183980	376764
3281	184032	376699
3282	184084	376635
3283	184137	376574
3284	184190	376510
3285	184239	376440
3286	184292	376378
3287	184369	376365
3288	184420	376297
3289	184471	376232
3290	184524	376169
3291	184574	376101
3292	184625	376034
3293	184675	375967
3294	184726	375900
3295	184779	375836
3296	184833	375776
3297	184884	375711
3298	184935	375644
3299	184987	375580
3300	185040	375518
3301	185094	375457
3302	185145	375392
3303	185197	375328
3304	185248	375261
3305	185300	375196
3306	185353	375134
3307	185405	375071
3308	185460	375011
3309	185553	375030
3310	185621	374999
3311	185670	374928
3312	185721	374862
3313	185798	374847
3314	185850	374785
3315	185901	374719
3316	185952	374651
3317	186006	374592
3318	186059	374529
3319	186113	374469
3320	186163	374401
3321	186213	374332
3322	186263	374265
3323	186317	374203
3324	186367	374136
3325	186419	374071
3326	186470	374006
3327	186523	373942
3328	186575	373879
3329	186628	373817
3330	186679	373751
3331	186733	373690
3332	186785	373626
3333	186838	373565
3334	186893	373506
3335	186945	373443
3336	186996	373375
3337	187047	373311
3338	187099	373246
3339	187179	373238
3340	187229	373170
3341	187280	373104
3342	187333	373041
3343	187386	372979
3344	187439	372918
3345	187491	372854
3346	187544	372791
3347	187598	372731
3348	187651	372669
3349	187703	372605
3350	187755	372541
3351	187809	372481
3352	187861	372416
3353	187912	372351
3354	187964	372287
3355	188021	372232
3356	188071	372165
3357	188122	372098
3358	188176	372038
3359	188238	371994
3360	188291	371932
3361	188342	371867
3362	188394	371804
3363	188447	371740
3364	188498	371676
3365	188554	371619
3366	188633	371609
3367	188686	371545
3368	188740	371485
3369	188791	371420
3370	188841	371353
3371	188896	371294
3372	188949	371233
3373	189001	371169
3374	189053	371105
3375	189108	371046
3376	189159	370981
3377	189209	370914
3378	189261	370849
3379	189315	370789
3380	189368	370727
3381	189418	370659
3382	189470	370596
3383	189523	370535
3384	189574	370468
3385	189626	370404
3386	189677	370338
3387	189730	370276
3388	189783	370215
3389	189836	370154
3390	189890	370092
3391	189944	370033
3392	189998	369973
3393	190076	369961
3394	190132	369904
3395	190184	369839
3396	190236	369776
3397	190288	369713
3398	190340	369649
3399	190392	369586
3400	190443	369520
3401	190496	369458
3402	190547	369392
3403	190600	369330
3404	190651	369264
3405	190702	369198
3406	190754	369135
3407	190819	369097
3408	190870	369032
3409	190923	368969
3410	190975	368905
3411	191027	368842
3412	191079	368778
3413	191131	368714
3414	191183	368651
3415	191237	368590
3416	191289	368527
3417	191340	368461
3418	191393	368401
3419	191447	368341
3420	191524	368325
3421	191575	368259
3422	191630	368200
3423	191681	368135
3424	191733	368071
3425	191787	368011
3426	191838	367946
3427	191891	367885
3428	191943	367820
3429	191994	367756
3430	192046	367692
3431	192101	367634
3432	192153	367571
3433	192206	367509
3434	192257	367444
3435	192309	367380
3436	192362	367319
3437	192411	367250
3438	192466	367191
3439	192518	367128
3440	192570	367064
3441	192621	366998
3442	192673	366935
3443	192727	366875
3444	192779	366812
3445	192830	366747
3446	192908	366733
3447	192960	366669
3448	193011	366605
3449	193063	366540
3450	193115	366476
3451	193181	366441
3452	193233	366377
3453	193284	366311
3454	193336	366249
3455	193391	366190
3456	193441	366123
3457	193492	366058
3458	193544	365995
3459	193597	365932
3460	193649	365868
3461	193700	365803
3462	193754	365743
3463	193808	365684
3464	193859	365620
3465	193912	365558
3466	193964	365495
3467	194016	365431
3468	194065	365363
3469	194118	365300
3470	194172	365240
3471	194225	365180
3472	194300	365159
3473	194350	365091
3474	194405	365034
3475	194458	364973
3476	194509	364908
3477	194561	364845
3478	194615	364784
3479	194666	364719
3480	194718	364657
3481	194770	364593
3482	194824	364534
3483	194879	364475
3484	194928	364407
3485	194980	364343
3486	195034	364284
3487	195088	364225
3488	195140	364161
3489	195192	364097
3490	195244	364034
3491	195307	363991
3492	195358	363927
3493	195412	363867
3494	195469	363813
3495	195567	363835
3496	195625	363783
3497	195681	363728
3498	195740	363678
3499	195820	363667
3500	195875	363609
3501	195934	363559
3502	195988	363499
3503	196042	363439
3504	196098	363384
3505	196153	363325
3506	196210	363271
3507	196268	363219
3508	196320	363156
3509	196378	363104
3510	196433	363047
3511	196487	362986
3512	196542	362929
3513	196595	362868
3514	196652	362814
3515	196707	362755
3516	196760	362694
3517	196815	362636
3518	196869	362577
3519	196924	362520
3520	196978	362460
3521	197036	362408
3522	197093	362354
3523	197150	362301
3524	197208	362247
3525	197289	362239
3526	197346	362184
3527	197398	362121
3528	197449	362055
3529	197506	362002
3530	197569	361958
3531	197619	361892
3532	197671	361829
3533	197723	361764
3534	197775	361701
3535	197825	361635
3536	197878	361574
3537	197930	361512
3538	197985	361454
3539	198037	361390
3540	198087	361324
3541	198140	361262
3542	198198	361209
3543	198252	361150
3544	198301	361082
3545	198353	361019
3546	198404	360954
3547	198456	360891
3548	198509	360829
3549	198560	360765
3550	198618	360712
3551	198693	360691
3552	198745	360628
3553	198797	360565
3554	198849	360502
3555	198900	360437
3556	198954	360378
3557	199013	360328
3558	199068	360269
3559	199125	360216
3560	199182	360160
3561	199237	360103
3562	199292	360047
3563	199345	359984
3564	199397	359922
3565	199448	359857
3566	199501	359796
3567	199553	359733
3568	199604	359668
3569	199653	359600
3570	199707	359541
3571	199760	359479
3572	199815	359421
3573	199867	359359
3574	199920	359297
3575	199971	359233
3576	200024	359171
3577	200111	359171
3578	200163	359109
3579	200215	359045
3580	200265	358979
3581	200319	358919
3582	200374	358861
3583	200425	358797
3584	200476	358732
3585	200528	358669
3586	200585	358616
3587	200638	358554
3588	200690	358491
3589	200742	358428
3590	200796	358370
3591	200847	358304
3592	200900	358242
3593	200951	358178
3594	201004	358117
3595	201056	358054
3596	201108	357991
3597	201161	357931
3598	201214	357869
3599	201266	357806
3600	201317	357742
3601	201369	357679
3602	201420	357615
3603	201473	357553
3604	201548	357532
3605	201600	357469
3606	201653	357408
3607	201704	357343
3608	201754	357277
3609	201806	357214
3610	201859	357152
3611	201910	357089
3612	201961	357023
3613	202013	356960
3614	202075	356916
3615	202127	356852
3616	202178	356788
3617	202229	356724
3618	202280	356660
3619	202330	356594
3620	202383	356533
3621	202437	356473
3622	202489	356409
3623	202542	356348
3624	202593	356285
3625	202645	356222
3626	202700	356165
3627	202751	356100
3628	202803	356038
3629	202855	355974
3630	202909	355916
3631	202986	355897
3632	203036	355831
3633	203088	355767
3634	203140	355705
3635	203192	355643
3636	203243	355577
3637	203295	355514
3638	203348	355455
3639	203402	355395
3640	203453	355331
3641	203506	355269
3642	203560	355210
3643	203609	355143
3644	203660	355079
3645	203712	355016
3646	203766	354956
3647	203816	354891
3648	203868	354828
3649	203921	354767
3650	203973	354705
3651	204026	354643
3652	204076	354578
3653	204127	354513
3654	204192	354473
3655	204244	354410
3656	204297	354350
3657	204352	354293
3658	204427	354270
3659	204479	354206
3660	204529	354141
3661	204580	354077
3662	204631	354013
3663	204682	353949
3664	204732	353883
3665	204784	353820
3666	204836	353758
3667	204886	353691
3668	204937	353626
3669	204986	353559
3670	205037	353496
3671	205089	353433
3672	205139	353366
3673	205190	353302
3674	205246	353247
3675	205299	353186
3676	205350	353122
3677	205401	353057
3678	205496	353069
3679	205547	353005
3680	205598	352941
3681	205654	352886
3682	205705	352822
3683	205760	352763
3684	205836	352742
3685	205889	352681
3686	205942	352620
3687	205995	352560
3688	206045	352494
3689	206097	352432
3690	206162	352391
3691	206215	352331
3692	206266	352267
3693	206317	352203
3694	206371	352143
3695	206423	352081
3696	206476	352020
3697	206528	351957
3698	206583	351901
3699	206634	351836
3700	206687	351775
3701	206740	351716
3702	206792	351653
3703	206842	351587
3704	206893	351522
3705	206943	351457
3706	206996	351396
3707	207046	351332
3708	207098	351268
3709	207150	351206
3710	207205	351148
3711	207281	351127
3712	207332	351063
3713	207385	351003
3714	207440	350945
3715	207491	350881
3716	207541	350816
3717	207592	350752
3718	207645	350691
3719	207697	350628
3720	207748	350565
3721	207800	350503
3722	207853	350442
3723	207906	350380
3724	207958	350319
3725	208008	350254
3726	208061	350192
3727	208113	350130
3728	208163	350065
3729	208216	350004
3730	208282	349966
3731	208333	349901
3732	208384	349838
3733	208437	349778
3734	208489	349714
3735	208539	349649
3736	208590	349586
3737	208644	349526
3738	208724	349511
3739	208775	349447
3740	208827	349386
3741	208879	349323
3742	208933	349264
3743	208989	349209
3744	209041	349146
3745	209091	349081
3746	209144	349021
3747	209196	348958
3748	209247	348895
3749	209303	348838
3750	209356	348779
3751	209407	348715
3752	209460	348653
3753	209509	348587
3754	209563	348528
3755	209615	348466
3756	209667	348403
3757	209717	348338
3758	209769	348276
3759	209822	348216
3760	209875	348154
3761	209925	348090
3762	209980	348033
3763	210031	347969
3764	210106	347945
3765	210163	347891
3766	210222	347841
3767	210275	347779
3768	210325	347715
3769	210378	347654
3770	210432	347595
3771	210482	347531
3772	210534	347468
3773	210585	347405
3774	210639	347345
3775	210690	347283
3776	210742	347220
3777	210795	347159
3778	210850	347102
3779	210902	347040
3780	210953	346977
3781	211005	346914
3782	211057	346852
3783	211109	346791
3784	211158	346724
3785	211210	346662
3786	211263	346602
3787	211317	346542
3788	211369	346480
3789	211423	346421
3790	211499	346399
3791	211550	346336
3792	211602	346273
3793	211654	346211
3794	211706	346149
3795	211756	346084
3796	211806	346018
3797	211856	345954
3798	211912	345898
3799	211964	345836
3800	212019	345780
3801	212071	345717
3802	212137	345679
3803	212187	345613
3804	212239	345551
3805	212290	345487
3806	212344	345429
3807	212395	345366
3808	212448	345305
3809	212503	345248
3810	212557	345190
3811	212610	345128
3812	212662	345068
3813	212715	345007
3814	212766	344944
3815	212820	344884
3816	212895	344860
3817	212948	344801
3818	213001	344740
3819	213054	344680
3820	213107	344618
3821	213160	344559
3822	213213	344498
3823	213264	344436
3824	213317	344374
3825	213369	344313
3826	213423	344254
3827	213475	344193
3828	213526	344129
3829	213578	344067
3830	213634	344011
3831	213684	343947
3832	213737	343887
3833	213789	343825
3834	213842	343765
3835	213894	343703
3836	213947	343643
3837	214000	343582
3838	214054	343524
3839	214103	343458
3840	214153	343392
3841	214205	343330
3842	214268	343287
3843	214346	343267
3844	214397	343203
3845	214451	343144
3846	214505	343086
3847	214554	343018
3848	214606	342957
3849	214658	342895
3850	214712	342838
3851	214765	342777
3852	214817	342715
3853	214869	342654
3854	214923	342595
3855	214975	342533
3856	215026	342470
3857	215080	342411
3858	215133	342351
3859	215184	342287
3860	215234	342223
3861	215330	342230
3862	215382	342170
3863	215434	342108
3864	215486	342046
3865	215538	341984
3866	215589	341921
3867	215641	341859
3868	215694	341799
3869	215773	341780
3870	215824	341717
3871	215876	341656
3872	215929	341596
3873	215980	341532
3874	216031	341469
3875	216082	341406
3876	216132	341340
3877	216183	341277
3878	216246	341233
3879	216297	341170
3880	216351	341111
3881	216404	341052
3882	216456	340989
3883	216506	340925
3884	216557	340862
3885	216609	340799
3886	216662	340740
3887	216713	340676
3888	216762	340611
3889	216812	340546
3890	216865	340485
3891	216914	340419
3892	216966	340358
3893	217018	340296
3894	217072	340238
3895	217149	340215
3896	217199	340151
3897	217253	340091
3898	217305	340030
3899	217357	339968
3900	217409	339908
3901	217461	339846
3902	217514	339786
3903	217566	339725
3904	217619	339664
3905	217671	339602
3906	217724	339542
3907	217775	339479
3908	217827	339418
3909	217878	339355
3910	217936	339302
3911	217992	339247
3912	218049	339194
3913	218102	339134
3914	218162	339084
3915	218213	339021
3916	218265	338959
3917	218317	338898
3918	218372	338843
3919	218426	338783
3920	218480	338725
3921	218558	338704
3922	218609	338641
3923	218661	338579
3924	218713	338518
3925	218766	338457
3926	218819	338398
3927	218872	338337
3928	218923	338275
3929	218978	338218
3930	219029	338156
3931	219082	338095
3932	219132	338031
3933	219183	337968
3934	219235	337906
3935	219286	337843
3936	219335	337778
3937	219389	337718
3938	219445	337664
3939	219498	337603
3940	219551	337544
3941	219603	337483
3942	219655	337421
3943	219706	337358
3944	219760	337300
3945	219812	337238
3946	219867	337182
3947	219921	337123
3948	219996	337098
3949	220057	337049
3950	220114	336996
3951	220165	336933
3952	220216	336870
3953	220267	336807
3954	220320	336747
3955	220370	336683
3956	220422	336622
3957	220473	336558
3958	220526	336498
3959	220578	336438
3960	220629	336375
3961	220682	336314
3962	220735	336255
3963	220785	336190
3964	220836	336128
3965	220887	336065
3966	220939	336004
3967	220993	335945
3968	221048	335888
3969	221101	335829
3970	221158	335775
3971	221210	335713
3972	221260	335650
3973	221315	335593
3974	221391	335568
3975	221443	335506
3976	221496	335446
3977	221548	335386
3978	221599	335323
3979	221652	335263
3980	221702	335198
3981	221756	335140
3982	221809	335081
3983	221860	335017
3984	221909	334952
3985	221965	334897
3986	222027	334850
3987	222078	334787
3988	222127	334723
3989	222180	334662
3990	222230	334598
3991	222280	334534
3992	222330	334470
3993	222382	334409
3994	222434	334348
3995	222484	334284
3996	222535	334221
3997	222589	334162
3998	222640	334100
3999	222693	334039
4000	222768	334012
4001	222820	333952
4002	222873	333892
4003	222924	333830
4004	222980	333775
4005	223037	333720
4006	223089	333660
4007	223140	333596
4008	223191	333535
4009	223244	333474
4010	223299	333417
4011	223351	333357
4012	223404	333297
4013	223456	333236
4014	223508	333175
4015	223560	333113
4016	223611	333050
4017	223662	332988
4018	223727	332946
4019	223780	332887
4020	223831	332825
4021	223881	332761
4022	223935	332702
4023	223986	332639
4024	224038	332579
4025	224091	332519
4026	224168	332494
4027	224219	332433
4028	224270	332369
4029	224324	332311
4030	224375	332249
4031	224428	332189
4032	224479	332127
4033	224532	332067
4034	224587	332010
4035	224639	331950
4036	224692	331890
4037	224747	331833
4038	224800	331774
4039	224852	331713
4040	224907	331656
4041	224970	331611
4042	225034	331567
4043	225089	331512
4044	225144	331454
4045	225196	331393
4046	225249	331333
4047	225304	331278
4048	225356	331216
4049	225411	331159
4050	225514	331173
4051	225571	331120
4052	225690	331157
4053	225749	331106
4054	225813	331063
4055	225871	331010
4056	225925	330952
4057	225980	330896
4058	226031	330833
4059	226087	330778
4060	226139	330717
4061	226190	330654
4062	226240	330590
4063	226291	330527
4064	226344	330468
4065	226399	330411
4066	226450	330348
4067	226502	330288
4068	226555	330228
4069	226610	330171
4070	226664	330113
4071	226714	330049
4072	226764	329985
4073	226818	329927
4074	226871	329867
4075	226926	329811
4076	226980	329754
4077	227038	329701
4078	227096	329649
4079	227195	329656
4080	227259	329612
4081	227312	329552
4082	227363	329491
4083	227418	329433
4084	227480	329386
4085	227534	329328
4086	227590	329273
4087	227656	329233
4088	227719	329188
4089	227778	329136
4090	227836	329084
4091	227891	329028
4092	227946	328971
4093	228002	328916
4094	228056	328858
4095	228116	328807
4096	228181	328766
4097	228244	328721
4098	228306	328675
4099	228375	328637
4100	228453	328614
4101	228521	328575
4102	228606	328563
4103	228687	328543
4104	228755	328505
4105	228853	328510
4106	228910	328456
4107	228967	328402
4108	229024	328348
4109	229096	328316
4110	229153	328262
4111	229207	328203
4112	229260	328144
4113	229319	328093
4114	229383	328049
4115	229441	327996
4116	229499	327943
4117	229559	327894
